web_scraper_order,web_scraper_start_url,name,category_link,name_divi,divi_link,description_divi,divi_title,pakket_divi,categories_divi
"1765314712-216","https://indiveo.nl/specialismen-zorg","Mond-, kaak- en aangezichtschirurgie","https://indiveo.nl/themas/mond-kaak-en-aangezichtschirurgie/","MRA beugel","https://indiveo.nl/divis/mra-beugel/","In deze Divi krijgt de patiënt uitleg over de MRA-beugel, een hulpmiddel dat wordt gebruikt bij slaapapneu. De patiënt leert hoe de beugel werkt, waarom de onderkaak daarbij iets naar voren wordt gehouden en welk effect dit heeft op de luchtweg. Ook wordt uitgelegd hoe het traject verloopt: van het aanmeten van de beugel tot het gebruik en de controles.

De patiënt wordt geïnformeerd door middel van animatie, illustratie en tekst.","MRA beugel","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Mond-, kaak- en aangezichtschirurgie"
"1765314715-217","https://indiveo.nl/specialismen-zorg","Mond-, kaak- en aangezichtschirurgie","https://indiveo.nl/themas/mond-kaak-en-aangezichtschirurgie/","Kaakklachten","https://indiveo.nl/divis/kaakklachten/","In deze Divi krijgt de patiënt uitleg over verschillende oorzaken van kaakklachten, zoals problemen met het kaakgewricht of gespannen kaakspieren. De patiënt ziet welke behandelingen mogelijk zijn en krijgt praktische tips om zelf klachten te verminderen of te voorkomen. De patiënt wordt geïnformeerd door middel van animatie, illustratie en tekst.","Kaakklachten","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Mond-, kaak- en aangezichtschirurgie"
"1765314717-218","https://indiveo.nl/specialismen-zorg","Mond-, kaak- en aangezichtschirurgie","https://indiveo.nl/themas/mond-kaak-en-aangezichtschirurgie/","Kaakcorrectie van de onderkaak","https://indiveo.nl/divis/kaakcorrectie-van-de-onderkaak/","De Divi 'BSSO' gaat over een kaakoperatie waarbij de onderkaak wordt verplaatst om de kaakstand te corrigeren. In de Divi wordt uitgelegd waarom de operatie nodig is, hoe de ingreep wordt uitgevoerd en wat de patiënt kan verwachten tijdens de voorbereiding, operatie en herstel. In deze Divi worden patienten geïnformeerd door middel van tekst, beeld en animatie.","Kaakcorrectie van de onderkaak","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Chirurgie, Mond-, kaak- en aangezichtschirurgie"
"1765314719-219","https://indiveo.nl/specialismen-zorg","Mond-, kaak- en aangezichtschirurgie","https://indiveo.nl/themas/mond-kaak-en-aangezichtschirurgie/","Kaakcorrectie van de boven- en onderkaak","https://indiveo.nl/divis/kaakcorrectie-van-de-boven-en-onderkaak/","Deze Divi gaat over een kaakcorrectie waarbij de boven- en onderkaak worden verplaatst om een betere kaakstand te bereiken. In de Divi wordt uitgelegd waarom de operatie nodig is, hoe de ingreep verloopt en wat de patiënt kan verwachten tijdens de voorbereiding, operatie en herstelperiode. 

In deze Divi worden patienten geïnformeerd door middel van tekst, beeld en animatie.","Kaakcorrectie van de boven- en onderkaak","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Chirurgie, Mond-, kaak- en aangezichtschirurgie"
"1765314721-220","https://indiveo.nl/specialismen-zorg","Mond-, kaak- en aangezichtschirurgie","https://indiveo.nl/themas/mond-kaak-en-aangezichtschirurgie/","Implantaat in de kaak","https://indiveo.nl/divis/implantaat-in-de-kaak/","Deze Divi gaat over het plaatsen van een implantaat in de kaak. De patiënt krijgt uitleg over wat een implantaat is, wanneer het nodig is en hoe de behandeling verloopt. De informatie wordt gegeven via tekst, illustratie en animatie.","Implantaat in de kaak","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Mond-, kaak- en aangezichtschirurgie"
"1765314725-221","https://indiveo.nl/specialismen-zorg","Maag-darm-leverziekten","https://indiveo.nl/themas/maag-darm-leverziekten/","Video Capsule Endoscopie","https://indiveo.nl/divis/video-capsule-endoscopie/","De videocapsule-endoscopie is een onderzoek waarbij de arts de binnenkant van het maagdarmkanaal kan bekijken. Met behulp van een hele kleine camera die in een kleine capsule is gebouwd worden er elke seconden een aantal foto's gemaakt. De videocapsule wordt door de patiënt ingeslikt en gaat door het hele maagdarmkanaal heen.



Op een beeldende manier wordt in de Divi Videocapsule aan de patiënt uitgelegd hoe het onderzoek verloopt. Daardoor weet de patiënt wat hij of zij kan verwachten. Daarnaast wordt stap voor stap aan de patiënt uitgelegd hoe de patiënt zich op het onderzoek moet voorbereiden en de darmen moet schoonspoelen met Colofort.","Video Capsule Endoscopie","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Maag-darm-leverziekten"
"1765314727-222","https://indiveo.nl/specialismen-zorg","Maag-darm-leverziekten","https://indiveo.nl/themas/maag-darm-leverziekten/","Slokdarmoperatie (EROES)","https://indiveo.nl/divis/slokdarmoperatie-eroes-5/","Bij slokdarmkanker kan tijdens een slokdarmoperatie een deel van de slokdarm en een stuk van de maag verwijderd worden. Met het deel van de maag dat over is, wordt een nieuwe verbinding gemaakt tussen de slokdarm en de darmen. Deze nieuwe verbinding noemen we een buismaag. 



Na de operatie is het spijsverteringskanaal veranderd. Dit kan gevolgen hebben voor het eten en drinken. Patiënten kunnen bijvoorbeeld last krijgen van dumping- of refluxklachten en kunnen bijvoorbeeld minder eten doordat ze sneller vol zitten. In deze Divi krijgen patiënten eerst uitleg over wat een buismaag is en hoe dat er in hun lichaam uitziet. Daarnaast krijgen ze uitleg over de gevolgen van de buismaag in het dagelijks leven - en wat ze kunnen doen om eventuele ongemakken te verhelpen.","Slokdarmoperatie (EROES)","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Chirurgie, Maag-darm-leverziekten"
"1765314729-223","https://indiveo.nl/specialismen-zorg","Maag-darm-leverziekten","https://indiveo.nl/themas/maag-darm-leverziekten/","Sigmoïdoscopie","https://indiveo.nl/divis/sigmoidoscopie/","Een sigmoïdoscopie is een kijkonderzoek in het laatste deel van de dikke darm. Tijdens een sigmoïdoscopie kan de arts direct weefsel wegnemen voor onderzoek. In de Divi sigmoïdoscopie wordt aan de patiënt uitgelegd hoe het kijkonderzoek verloopt en wat er gebeurt als de kijkslang het lichaam in wordt gebracht.



Om het onderzoek goed te laten verlopen, moet het laatste deel van de dikke darm leeg zijn. Aan de patiënt wordt in de Divi daarom uitgelegd hoe dit gedaan wordt. Daarnaast wordt er in deze Divi ook informatie gegeven over de overige voorbereiding en nazorg van het onderzoek.","Sigmoïdoscopie","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Maag-darm-leverziekten"
"1765314731-224","https://indiveo.nl/specialismen-zorg","Maag-darm-leverziekten","https://indiveo.nl/themas/maag-darm-leverziekten/","Schildklieroperatie","https://indiveo.nl/divis/schildklieroperatie/","Bij een schildklieroperatie verwijdert de arts een deel of de hele schildklier. Dit gebeurt via een snede in de hals. De operatie kan nodig zijn bij bijvoorbeeld een gezwel, overactieve schildklier of vergroting van de schildklier. 

In deze Divi worden patienten geïnformeerd door middel van tekst, beeld en animatie.","Schildklieroperatie","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Chirurgie, Maag-darm-leverziekten"
"1765314733-225","https://indiveo.nl/specialismen-zorg","Maag-darm-leverziekten","https://indiveo.nl/themas/maag-darm-leverziekten/","Prikkelbare darm syndroom (PDS)","https://indiveo.nl/divis/prikkelbare-darm-syndroom-pds/","Het Prikkelbaar Darm Syndroom, ook wel PDS genoemd, is een storing in de werking van de dikke darm. De darm maakt tijdens het verteren van eten te veel of te weinig bewegingen. Daardoor kun mensen met PDS last krijgen van spasmen of krampen. In deze Divi wordt uitgelegd wat PDS is en welke klachten daar bij horen. 



Een behandeling van PDS is voor iedereen anders. Maar er zijn wel algemene adviezen die voor iedereen met PDS relevant zijn, zoals voedingsadviezen en leefstijladviezen. Daarom wordt in deze Divi ook aandacht gegeven aan de behandelmogelijkheden die er bestaan.","Prikkelbare darm syndroom (PDS)","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Maag-darm-leverziekten"
"1765314735-226","https://indiveo.nl/specialismen-zorg","Maag-darm-leverziekten","https://indiveo.nl/themas/maag-darm-leverziekten/","Poliepen in de dikke darm","https://indiveo.nl/divis/poliepen-in-de-dikke-darm/","Een poliep in de dikke darm is een woekering van het slijmvlies van de dikke darm. De meeste poliepen zijn goedaardig. Maar sommige poliepen kunnen uitgroeien tot darmkanker. Daarom is het belangrijk om de darm periodiek te controleren.



De Divi 'poliepen in de dikke darm' gaat over wat poliepen zijn en waarom het nodig is om de darm na het onderzoek te blijven controleren. Daarnaast wordt er aandacht besteed aan leefregels die het risico op nieuwe poliepen kunnen verminderen.","Poliepen in de dikke darm","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Maag-darm-leverziekten"
"1765314736-227","https://indiveo.nl/specialismen-zorg","Maag-darm-leverziekten","https://indiveo.nl/themas/maag-darm-leverziekten/","Plaatsing van een PEG- of PEG J-sonde","https://indiveo.nl/divis/plaatsing-van-een-peg-of-peg-j-sonde/","Een PEG-sonde is een slangetje dat via een sneetje door de buikwand in de maag wordt. Door deze sonde, die langere tijd kan blijven zitten, kan sondevoeding en/of vloeibare medicatie gegeven worden. 



In de Divi 'Plaatsing van een PEG- of PEG J-sonde' wordt in twee animaties uitleg gegeven over het plaatsen van een PEG- of PEG J-sonde.  Een PEG-J sonde is een sonde die in de dunne darm ligt. Zo weten patiënten wat ze kunnen verwachten van de plaatsing.","Plaatsing van een PEG- of PEG J-sonde","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Maag-darm-leverziekten"
"1765314739-228","https://indiveo.nl/specialismen-zorg","Maag-darm-leverziekten","https://indiveo.nl/themas/maag-darm-leverziekten/","Maag-darmischemie","https://indiveo.nl/divis/maag-darmischemie/","Bij maag-darm ischemie wordt de bloedtoevoer naar een deel van het maag-darmstelsel verminderd of geblokkeerd. Dit kan leiden tot schade aan de organen in het spijsverteringsstelsel, zoals de maag of darmen, omdat deze organen niet genoeg zuurstof krijgen. 

Hier krijgt de patiënt meer informatie over he ziektebeeld en mogelijke behandelingen.

In deze Divi wordt de patiënt geïnformeerd door middel van animaties, illustraties en tekst.","Maag-darmischemie","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Maag-darm-leverziekten"
"1765314741-229","https://indiveo.nl/specialismen-zorg","Maag-darm-leverziekten","https://indiveo.nl/themas/maag-darm-leverziekten/","Leverablatie","https://indiveo.nl/divis/leverablatie/","Een leverablatie is een ingreep waarbij abnormale of beschadigde weefsel in de lever wordt behandeld of verwijderd. Dit wordt vaak gedaan om tumoren in de lever te behandelen. 



In deze Divi vindt u de voorbereiding, verschillende behandelmogelijkheden en eventuele complicaties.","Leverablatie","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Chirurgie, Maag-darm-leverziekten"
"1765314742-230","https://indiveo.nl/specialismen-zorg","Maag-darm-leverziekten","https://indiveo.nl/themas/maag-darm-leverziekten/","Leven met een ileostoma","https://indiveo.nl/divis/leven-met-een-ileostoma/","In deze Divi krijgt de patiënt uitleg over wat een ileostoma is en waarom deze soms nodig is. De patiënt leert hoe de uitgang op de buik wordt aangelegd, hoe de ontlasting wordt opgevangen en wat dit betekent voor het dagelijks leven. Ook is er aandacht voor praktische tips, verzorging van het stoma, voeding en mogelijke complicaties. De patiënt wordt geïnformeerd door middel van animatie, illustratie en tekst.","Leven met een ileostoma","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Maag-darm-leverziekten"
"1765314745-231","https://indiveo.nl/specialismen-zorg","Maag-darm-leverziekten","https://indiveo.nl/themas/maag-darm-leverziekten/","Leven met een darmstoma","https://indiveo.nl/divis/leven-met-een-darmstoma/","Wanneer ontlasting het lichaam niet meer via de natuurlijke weg kan verlaten, kan een patiënt een stoma krijgen. Een stoma is een stukje darm dat door een opening in de buik naar buiten is gehaald en op de huid is vastgehecht. Op een stoma kan een zakje worden aangesloten waarin ontlasting opgevangen wordt.



In deze Divi krijgen patiënten via een animatie uitleg over wat een stoma is en hoe deze wordt uitgelegd. Daarnaast wordt er in de Divi aandacht besteed aan het leven met een darmstoma.","Leven met een darmstoma","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Chirurgie, Maag-darm-leverziekten"
"1765314747-232","https://indiveo.nl/specialismen-zorg","Maag-darm-leverziekten","https://indiveo.nl/themas/maag-darm-leverziekten/","Leven met een colostoma","https://indiveo.nl/divis/leven-met-een-colostoma/","In deze Divi krijgt de patiënt uitleg over wat een colostoma is en waarom deze soms nodig is. De patiënt leert hoe de uitgang op de buik wordt aangelegd, hoe de ontlasting wordt opgevangen en wat dit betekent voor het dagelijks leven. Ook is er aandacht voor praktische tips, verzorging van het stoma, voeding en mogelijke complicaties. De patiënt wordt geïnformeerd door middel van animatie, illustratie en tekst.","Leven met een colostoma","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Maag-darm-leverziekten"
"1765314749-233","https://indiveo.nl/specialismen-zorg","Maag-darm-leverziekten","https://indiveo.nl/themas/maag-darm-leverziekten/","Inflammatory Bowel Disease (IBD)","https://indiveo.nl/divis/inflammatory-bowel-disease-ibd/","IBD staat voor inflammatory Bowel Disease. Dat is een verzamelnaam voor chronische darmziekten, waarbij de darmen of een deel van de darmen chronisch ontstoken zijn. De meest voorkomende chronische darmziekten zijn de ziekte van Crohn en colitis ulcerosa. 



In deze Divi krijgen patiënten uitleg over wat IBD is en hoe de behandeling van IBD eruit ziet. Chronische darmziekten kunnen daarnaast grote impact hebben op het dagelijkse leven. Daarom wordt er in deze Divi ook aandacht gegeven aan hoe de patiënt om kan gaan met de ziekte in het dagelijkse leven en wordt er antwoord gegeven op vragen omtrent vruchtbaarheid, voeding en erfelijkheid.","Inflammatory Bowel Disease (IBD)","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Maag-darm-leverziekten"
"1765314751-234","https://indiveo.nl/specialismen-zorg","Maag-darm-leverziekten","https://indiveo.nl/themas/maag-darm-leverziekten/","Gastroscopie","https://indiveo.nl/divis/gastroscopie/","Een gastroscopie is een kijkonderzoek van de binnenkant van de slokdarm, de maag en het eerste deel van de dunne darm (de twaalfvingerige darm). Via de mond brengt de arts een endoscoop in. Met een endoscoop kan de arts de binnenkant van de slokdarm en de maag goed bekijken. 



In deze Divi wordt aan de patiënt uitgelegd wat een gastroscopie is en hoe dit onderzoek verloopt. Naast het verloop van het onderzoek krijgt de patiënt ook uitleg over de voorbereiding en nuchterheidsregels en nazorg. Soms wordt tijdens het onderzoek ook weefsel afgenomen. In de verdiepende informatie van deze Divi wordt uitgelegd hoe het weefselonderzoek vervolgens verloopt.","Gastroscopie","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Maag-darm-leverziekten"
"1765314752-235","https://indiveo.nl/specialismen-zorg","Maag-darm-leverziekten","https://indiveo.nl/themas/maag-darm-leverziekten/","Galblaasoperatie","https://indiveo.nl/divis/galblaasoperatie/","Er zijn verschillende redenen voor een galblaasresectie. Wanneer iemand veel klachten heeft door galstenen, een alvleesklierontsteking, galstenen die in de galweg van de lever of darm vastzitten of door poliepen in de galblaas, kan de galblaas tijdens een galblaasresectie verwijderd worden. Een galblaasresectie vindt plaats met een kijkoperatie. 



De patiënt krijgt in deze Divi meer informatie over hoe de galblaasoperatie werkt. Daarnaast wordt de patiënt geïnformeerd over de voorbereidingen, de opname, het herstel na de operatie en de mogelijke complicaties.","Galblaasoperatie","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Chirurgie, Interne geneeskunde, Maag-darm-leverziekten"
"1765314755-236","https://indiveo.nl/specialismen-zorg","Maag-darm-leverziekten","https://indiveo.nl/themas/maag-darm-leverziekten/","Fundoplicatie","https://indiveo.nl/divis/fundoplicatie/","Een fundoplicatie is een operatie om de refluxziekte en een middenrifbreuk te verhelpen. De klachten kunnen verholpen worden door een volledige of een gedeeltelijke fundoplicatie. 



Hier krijgt de patiënt meer informatie over wat een middenrifbreuk en de refluxziekte is. Daarnaast vindt de patiënt informatie over de voorbereidingen op de operatie, de fundoplicatie en het herstel na de operatie.","Fundoplicatie","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Chirurgie, Maag-darm-leverziekten"
"1765314756-237","https://indiveo.nl/specialismen-zorg","Maag-darm-leverziekten","https://indiveo.nl/themas/maag-darm-leverziekten/","Fibroscan","https://indiveo.nl/divis/fibroscan/","Om de hoeveelheid littekenweefsel van de lever te meten, kan een fibroscan worden uitgevoerd. Het littekenweefsel wordt fibrose genoemd. Door fibrose kan de lever slechter gaan werken. Als een arts weet hoeveel fibrose er in de lever zit, kan er beter bepaald worden welke behandeling het beste bij de patiënt past.



In deze Divi wordt aan de patiënt uitgelegd hoe het onderzoek stap voor stap verloopt. Daarnaast geeft de Divi informatie over de juiste voorbereiding voor het onderzoek.","Fibroscan","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Maag-darm-leverziekten"
"1765314758-238","https://indiveo.nl/specialismen-zorg","Maag-darm-leverziekten","https://indiveo.nl/themas/maag-darm-leverziekten/","ERCP","https://indiveo.nl/divis/ercp/","ERCP is een afkorting voor ‘Endoscopisch Retrograde Cholangio- en Pancreaticografie’. Een ERCP is een inwendig kijkonderzoek van de galwegen en de afvoergang van de alvleesklier. Daarnaast kan de arts ook tijdens het onderzoek een ingreep verrichten.



In deze Divi wordt aan de hand van een aantal beelden aan de patiënt uitgelegd hoe het onderzoek verloopt en wat er in het lichaam gebeurt tijdens het onderzoek. Daarnaast wordt er uitgelegd hoe de voorbereiding verloopt en wat er gebeurt nadat het onderzoek is afgelopen.","ERCP","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Maag-darm-leverziekten"
"1765314761-239","https://indiveo.nl/specialismen-zorg","Maag-darm-leverziekten","https://indiveo.nl/themas/maag-darm-leverziekten/","Endo-Sponge behandeling","https://indiveo.nl/divis/endo-sponge-behandeling/","De endeldarm van de patiënt is gedeeltelijk of helemaal verwijderd. Er is een holte ontstaan die niet goed wil genezen. Daarom krijgt de patiënt een behandeling met een spons in deze (darm)holte. Dit noemen we een Endo-Sponge behandeling. De patiënt wordt geïnformeerd door middel van tekst, illustraties en animaties.","Endo-Sponge behandeling","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Maag-darm-leverziekten"
"1765314763-240","https://indiveo.nl/specialismen-zorg","Maag-darm-leverziekten","https://indiveo.nl/themas/maag-darm-leverziekten/","Dikkedarmoperatie (ERAS)","https://indiveo.nl/divis/dikkedarmoperatie-eras/","Bij een dikkedarmoperatie wordt tijdens een operatie een deel van de dikke darm verwijderd. Welk deel dit is, hangt af van de aandoening. Het verwijderen van een deel van de darm gebeurt meestal tijdens een kijkoperatie.



In de deze Divi wordt in een animatie uitleg gegeven over de dikkedarmoperatie. Ook krijgen patiënten in de Divi door middel van duidelijke afbeeldingen uitleg over de verschillende soorten darmoperaties die er zijn.  Tot slot wordt er specifiek aandacht besteed aan tips die het herstel na de operatie bevorderen.","Dikkedarmoperatie (ERAS)","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Chirurgie, Maag-darm-leverziekten"
"1765314765-241","https://indiveo.nl/specialismen-zorg","Maag-darm-leverziekten","https://indiveo.nl/themas/maag-darm-leverziekten/","Coloscopie","https://indiveo.nl/divis/coloscopie/","Een coloscopie is een kijkonderzoek van de dikke darm en het laatste deel van uw dunne darm. Tijdens een coloscopie kan de arts direct kleine ingrepen uitvoeren. In de Divi wordt uitgelegd hoe het onderzoek verloopt. Daarnaast leest u over hoe de patiënt zich stap voor stap moet voorbereiden op het onderzoek.



Tot slot leest u over de nazorg en risico's van de coloscopie. In de Divi is ruimte om te verwijzen naar betrouwbare naslagwerken voor de patiënt, zoals een verwijzing naar de website van de Maag Lever Darm stichting.","Coloscopie","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Maag-darm-leverziekten"
"1765314767-242","https://indiveo.nl/specialismen-zorg","Maag-darm-leverziekten","https://indiveo.nl/themas/maag-darm-leverziekten/","Barrett-slokdarm (Barrett oesophagus)","https://indiveo.nl/divis/barrett-slokdarm-barrett-oesophagus/","Bij mensen met een Barrett slokdarm (Barrett oesophagus) is een deel van de slokdarm bekleed met ander weefsel dan normaal. Een Barrett slokdarm ontstaat doordat het slijmvlies van de slokdarm beschadigd is door maagzuur dat terugstroomt naar de slokdarm. 



In de Divi Barrett slokdarm krijgen patiënten uitleg over wat een Barrett slokdarm is en hoe de behandelingen en leefregels eruit zien. Omdat mensen met een Barrett slokdarm meer kans hebben op slokdarmkanker wordt er in de Divi ook aandacht besteed aan de controles die plaatsvinden om eventuele slokdarmkanker in een vroeg stadium op te kunnen sporen.","Barrett-slokdarm (Barrett oesophagus)","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Maag-darm-leverziekten"
"1765314769-243","https://indiveo.nl/specialismen-zorg","Maag-darm-leverziekten","https://indiveo.nl/themas/maag-darm-leverziekten/","24-uurs zuurgraadmeting slokdarm","https://indiveo.nl/divis/24-uurs-zuurgraadmeting-slokdarm/","Een zuurgraadmeting is een onderzoek waarbij de zuurgraad in de slokdarm 24 uur gemeten wordt. Met dit onderzoek kan een arts onderzoeken of zure maaginhoud omhoog stroomt, de slokdarm in. Dit zure maagzuur wordt ook wel brandend maagzuur genoemd. In deze Divi wordt aan de patiënt uitgelegd hoe het onderzoek eruit ziet en hoe men zich op het onderzoek moet voorbereiden.","24-uurs zuurgraadmeting slokdarm","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Maag-darm-leverziekten"
"1765314773-244","https://indiveo.nl/specialismen-zorg","Longziekten","https://indiveo.nl/themas/longziekten/","Zuurstofondersteuning thuis","https://indiveo.nl/divis/zuurstof-thuis/","Als een patiënt extra zuurstof nodig heeft, kan hij of zij een zuurstofapparaat krijgen. Met verschillende beelden wordt aan de patiënt uitgelegd wat de voorwaarden zijn om met deze behandeling te kunnen starten. Daarnaast wordt er uitgelegd via welke vormen zuurstof toegediend kan worden. Het gebruik maken van een zuurstofapparaat heeft een aantal consequenties voor het dagelijkse leven. Daarom wordt in deze Divi aan de patiënt uitgelegd wat de risico's zijn en waar op gelet moet worden.



Daarnaast geeft deze Divi uitleg over de verschillende zuurstofapparaten die er zijn. Na het zien van deze Divi heeft de patiënt een goed beeld van het gebruiken van extra zuurstof in de thuisomgeving voor gevolgen heeft.","Zuurstofondersteuning thuis","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Longziekten"
"1765314775-245","https://indiveo.nl/specialismen-zorg","Longziekten","https://indiveo.nl/themas/longziekten/","Voorbereiding op een longtransplantatie","https://indiveo.nl/divis/voorbereiding-op-een-longtransplantatie/","Een longtransplantatie is een combinatie van een ingrijpende operatie en daarna een levenslang traject met intensieve nazorg. Bij de operatie worden één of twee longen vervangen door de longen van een donor. Na de operatie moet de patiënt zware medicatie gebruiken tegen afstoting en infectie. Daarom wordt voor de operatie goed onderzocht of de patiënt in aanmerking komt voor deze behandeling.



In deze Divi krijgt de patiënt informatie over het voortraject van een longtransplantatie. De patiënt krijgt een uitleg over de verwijzing, de kennismaking, de screening, het groenlichtgesprek, de wachttijd en alle onderzoeken.","Voorbereiding op een longtransplantatie","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Longziekten"
"1765314776-246","https://indiveo.nl/specialismen-zorg","Longziekten","https://indiveo.nl/themas/longziekten/","Vetvrije massa bepaling","https://indiveo.nl/divis/vetvrije-massa-bepaling/","Met een Vetvrije Massa Bepaling wordt onderzocht welk deel van uw lichaamsgewicht uit spiermassa bestaat. In de Divi wordt uitgelegd hoe aan de hand van elektroden deze meting wordt uitgevoerd. Na het zien van deze Divi weet de patiënt hoe hij zich op het onderzoek moet voorbereiden. In de animatie is te zien hoe de Vetvrije Massa Bepaling precies verloopt.","Vetvrije massa bepaling","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Longziekten"
"1765314778-247","https://indiveo.nl/specialismen-zorg","Longziekten","https://indiveo.nl/themas/longziekten/","Ventielen, wat nu?","https://indiveo.nl/divis/ventielen-wat-nu/","Na het plaatsen van ventielen bij COPD volgt er een vervolgtraject. In deze Divi krijgen patiënten uitleg over dit vervolgtraject.","Ventielen, wat nu?","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Longziekten"
"1765314780-248","https://indiveo.nl/specialismen-zorg","Longziekten","https://indiveo.nl/themas/longziekten/","Thuis vernevelen met een compressor","https://indiveo.nl/divis/thuis-vernevelen-met-een-compressor/","De Divi Thuis vernevelen met een compressor legt uit hoe een patient thuis medicijnen via een vernevelaar gebruikt. De patient leert stap voor stap hoe hij de vernevelaar klaarmaakt, hoe hij de medicijnen juist inneemt en hoe hij het apparaat schoonmaakt.



De patient krijgt informatie in de vorm van tekst, beeld en animaties.","Thuis vernevelen met een compressor","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Longziekten"
"1765314783-249","https://indiveo.nl/specialismen-zorg","Longziekten","https://indiveo.nl/themas/longziekten/","Thoraxdrainage","https://indiveo.nl/divis/thoraxdrainage/","Thoraxdrainage wordt toegepast als in de borstholte naast of onder de long lucht of vocht zit. Uw long wordt daardoor samengedrukt, waardoor de long kleiner wordt. Daardoor kan de patiënt minder goed adem halen. De lucht of vloeistof kan dan met thoraxdrainage uit de borstholte gehaald worden. De long kan daarna weer uitzetten. 



In deze Divi wordt met behulp van een animatie uitgelegd wat er in de longen gebeurt als er in de borstholte vocht of lucht in zit. Vervolgens wordt uitgelegd hoe de thoraxdrainage verloopt en wat het resultaat van de behandeling is. In de Divi wordt verder aandacht besteed aan de voorbereiding en nazorg van de thoraxdrainage.","Thoraxdrainage","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Longziekten"
"1765314785-250","https://indiveo.nl/specialismen-zorg","Longziekten","https://indiveo.nl/themas/longziekten/","Sputuminductie","https://indiveo.nl/divis/sputuminductie/","Bij een sputuminductie wordt slijm (sputum) uit de longen opgehoest. Dit slijm wordt vervolgens onderzocht in een laboratorium. Aan de patiënt wordt in deze Divi elke stap van het onderzoek uitgelegd. Daardoor is het voor de patiënt duidelijk hoe het onderzoek verloopt en wat hij of zij kan verwachten tijdens het onderzoek.","Sputuminductie","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Longziekten"
